date,author,topic,content,stem,label
18.05.2020 18:19,step force,ali babacan,bir insanin sevmediğiniz/sevdiğiniz bir partide yer almis olmasi onu safi kötü ya da iyi yapmiyor. ki su an muhalefet olmus durumda. muhafazakar görünmesini elestirenler türkiye'de yasadiginin farkinda degil. sol parti veya sol bir propagandayla karsinizda erdogan gibi bir rakip varken kazanmaniz zaten imkansiz. kendisinin donanimli bir insan olduğu ortada ama ben karakter yapisi olarak basarili olabilecegini düşünmüyorum. bir de daha 3 yil varken yorum yapmak icin cok erken. ulkenin gidisatina da bağlı.,bir insa sevmedik sevdik bir parti yer almis olmasi on sami köt ya ya i yapmiyor ki su an muhalefet olmus dur muhafazakar görünme eleştiren türki yasadigi fark degil sol parti veya sol bir propaganda kars erdoga gip bir rakip var kazanma zate imkansiz kendi donanımlı bir in olduk orta am ben karakter yapis olarak basaril olabilecegi düşünmüyor bir dek dah yil var yor yapmak iç cok er ulke gidisat ya bağlı,1
18.05.2020 18:40,kalindamarli,ali babacan,"simdiye kadar baya basarisiz devam eden bir kampanyasi var. korona yuzunden zaten patladi baya, corona asisini bulsa bile onumuzdeki secim yuzde 10 barajini gececegini dusunmedigim siyaset adami. o kadar bos vaatlerle gelmis ki, kanada mi burasi, milletin agzina kurekle makarnayi dayamadan, cuma cikislari poz vermeden, ona buna kabadayilik yapmadan oy alacagini mi zannediyor.",simdi kadar ba basaris deva ne bir kampanyasi var koro yuzunde zate patladi ba coronae asist bul bil onumuzdek seç yuzde baraj gelecegi dusunmedigi siyaset adami o kadar bos vaatler gelmis ki kana ki burasi millet agz kurek makarna dayanma ç cikislar poz verme on p kabadayılık yapma oy alacagı ki zannediyor,0
18.05.2020 19:20,roma centauru,ali babacan,"hakkında o kadar övgü yazılmış ki.. şaşırmamak elde değil. hakkında çekilen propaganda videosunda tüm sorumluluklarını atmaya çalışmış, 2001- 24 haziran 2018 tarihleri arasında akp ankara milletvekili bulunmuş kişi. ayrıca 2001 yılında akp üyesi ve mkyk üyesi oldu. 1 mayıs 2009 - 28 ağustos 2015 başbakan yardımcısı, 1 mayıs 2009 - 6 temmuz 2011 ekonomiden sorumlu devlet bakanı29 ağustos 2007 - 1 mayıs 2009 dış işleri bakanı, hakkında daha detaylı yazı için ha herhangi biri için umut ve mutluluk kaynağı oluyorsa da o kişiler bence hayatlarını ve bilgi birikimlerini bi ""check"" etsinler.. hatta ""check up""! ^^edit: kaynak, wikipedia.. ha o da kaynak mı canımcılar iddialarımı ""google"" yazabilir. aksini ispatlayanın iddia ve ispatını editlerim.",hakk o kadar övgü yazıl ki şaşırmamak el değil hakk çekile propoga video tüm sorumluluk atma çalış 2001- hazira 2018 tarih ara akp ankar milletvekil bul kiş ayrıç 2001 yıl akp üyes ve mkyk üyes ol mayıs 2009 ağustos 2015 başbaka yardımcıs mayıs 2009 temmuz 2011 ekonomi sorumlu devlet baka ağustos 2007 mayıs 2009 dış iş baka hakk dah detaylı yaz iç ya herhangi bir iç umut ve mutluluk kaynak oluyor ya o kişi be hayat ve bilgi birikim bi chick etsin hat chick uç cedit kaynak wikipedia ya o ya kaynak mı yapımcı iddia google yazabilir aks ispatlama iddia ve ispat edit,0
18.05.2020 20:19,ygyg,ali babacan,"halk bu platformdaki kitleyi dinlerse reis elli yıl daha başımızda kalır. her ne kadar pek beğenmesem de allah'tan kemal kılıçdaroğlu bunlara uymadı da istanbul ve ankara başta olmak üzere onlarca büyükşehir belediyesi kazanıldı. yoksa yine cumhurbaşkanlığı seçimindeki gibi hayal kırıklığı yaşayacaktık. bakın burada ali babacan'ı gömen kitleye sesleniyorum. dünyanın hiç bir yerinde sizin kafanızdaki gibi ideal bir siyasi düzen olmayacak. siz istiyorsunuz ki sizin değerleriniz tek değer kabul edilsin, buna göre adaylar olsun ve halkta bu kişilere oy versin. böyle bir durum hiç bir zaman olmayacak. bu ülkede farklı ideoloji ve inanışlara sahip milyonlarca insan var. herkes istiyor ki karşı taraf kendi görüşünden vazgeçip, kendi yanına gelsin. bu davranış kazandırmaz aksine kaybettirir. bakın yıllardır türkiye'de beni seçin propagandası değil onu seçmeyin propagandası yapılıyor. çünkü beni seçin demenin altını doldurmak gerekir onu seçmeyin demek için nefret dilini arttırmak yeterlidir. bu ülkede bizim birleşmemiz gereken en önemli şey asgari temel ahlaki ve evrensel ilkelerdir. mesela adalet, basın özgürlüğü vs. bizim derdimiz demokratik değerlerden gittikçe uzaklaşan ve otoriterleşen bir iktidara karşı ülkeyi normalleştirecek bir muhalefet grubunun güçlenmesi ve iktidar olmasıdır. bakın bugünkü durumda her ne kadar muhalefet önemli belediyeleri kazansa da siyaset üretme konusunda hala son derece zayıf. iyi parti ve meral akşener siyasette bir alternatif olmak için yola çıkmış olsa da uzun zamandır yerinde saymaya devam ediyor. ayrıca bu iki partiden de geleceğe dair pek bir şey duyamıyoruz. makro planları ne mesela bunu bilen var mı? belediyeleri özellikle istanbul ve ankara'yı imamoğlu ve yavaş'ın kendi söylemleri ile kazandılar. aynı şey akdeniz coğrafyasındaki belediyeler için de geçerli. bunun dışında hdp'li belediyelere kayyum atanması konusunda ciddi bir eleştiri de duymadık. bakın ben hdp'nin kapanması gerektiğini düşünen biriyim. ama sen adamın seçime girmesine izin veriyorsan daha sonra kayyum atayamazsın. çık de ki ya bu partiyi kapatın ya da kayyum atamayın. en azından bölgede yeniden seçim yapılmalı. yanlış hatırlamıyorsam üç belediyeye seçimin ertesi günü kayyum atandı. bu ancak o bölgedeki halkın devletten daha fazla uzaklaşmasına sebep olur. işte yukarıda saydığım tüm bu sebeplerden dolayı yenilik isteyen, değişim isteyen ciddi bir kitle için her alternatife köstek olmak yerine destek olunmalıdır. bakın bu mantık yüzünden türkiye'de parti kalmadı ve biz bu sıkışmışlığın bedeli ödüyoruz uzun zamandır. on yıl önce türkiye'de dört parti yerine sekiz parti olsaydı bugün ne bu iktidar bu kadar pervasız davranabilirdi, ne başkanlık diye bir şey olurdu, ne de ekonomi, eğitim, hukuk sistemi bu kadar kötü olurdu. çoğu şeyi bugün hiç konuşmuyor olurduk.",halk bu platform kitle din reis elli yıl dah baş kalır her ne kadar pek beğenmese dek alla kemal kılıçdaroğlu bun uymadı ya istanbul ve ankar baş olmak üzer on büyükşehir belediyes kazanıl yok y cumhurbaşkanlık seçim gip hayal kırıklık yaşayacak bak bura alt babaca göme kitle sesleniyor dünya hiç bir yer siz kafa gip ideal bir siyas düze olmayacak siz istiyor ki siz değer tek değer kabul edil p gör aday ol ve halk bu kişi oy ver bö bir dur hiç bir zama olmayacak bu ülke farklı ideoloj ve inanış sahip milyon in var herkes istiyor ki karşı taraf ke görüş vazgeçip ke yan gel bu davranış kazandırmaz aks kaybettirir bak yıl türki be seç propagandas değil on seçmey propagandas yapılıyor çünkü be seç deme alt doldurmak gerekir on seçmey demek iç nefret dil arttırmak yeterli bu ülke biz birleşme gereke en önemli şey asgari temel ahlaki ve evrensel ilke mesela adalet ba özgürlük fs biz derdi demokratik değer gittikçe uzaklaşa ve otoriterleşme bir iktidar karşı ülke normalleştirerek bir muhalefet grup güçlenmes ve iktidar olmas bak bugünkü dur her ne kadar muhalefet önemli belediye kaza ya siyaset üretme konu hal son dereç zayıf i parti ve meral akşener siyaset bir alternatif olmak iç yol çık ol ya uz zama yer sayma deva ediyor ayrıç bu ik parti dek gelecek dair pek bir şey bulamıyor makro plan ne mesela p bile var mı belediye özellik istanbul ve ankar imamoğlu ve yavaş ke söylem il kazan aynı şey akde coğrafyas belediye iç dek geçerli bu dış hdp belediye kayy atanmas konu cidi bir eleştir dek duymadık bak ben hdp kapanmas gerektik düşüne bir am sen ada seç girme iz veriyor dah sonra kayy anlayamaz çık dek ki ya bu parti kapat ya ya kayy atamaya en az bölge yeni seç yapılmal yanlış hatırlamıyor üç belediye seç ertes g kayy a bu ancak o bölge halk devlet dah faz uzaklaşma sebep olur iş yukarı saydık tüm bu sebep dola yenilik isteye değiş isteye cidi bir kit iç her alternatif köstek olmak yer destek olunmal bak bu ma yüz türki parti kalmadı ve biz bu sıkışmışlık bedel ödüyor uz zama on yıl ö türki dört parti yer sek parti olsa bugu ne bu iktidar bu kadar pervas davranabilir ne başkanlık di bir şey olur ne dek ekono eğit hukuk siste bu kadar köt olur çok şe bugu hiç konuşmuyor olur,1
18.05.2020 20:21,trip the darkness,ali babacan,kurtarıcı olacaktır. şimdiden oyum kesin.,kurtarıç olacak şimdi o ke,2
18.05.2020 20:23,scientific,ali babacan,"modern siyasal islamci. hakkini yemeyelim, hükümetteki badem biyikli akilsizlar gibi degil. oturmasini kalkmasini bilen, egitim görmüs, konusmasi düzgün. ancak bu onu daha tehlikeli yapiyor. cünkü seküler kesme nasil hitap edilmesi gerektigini cok iyi biliyor. eger bu kesmi kandirirsa elinde oynatir ve siyasal islam türkiyede iyice kalitsallasir, cumhuriyetin dna'sina isler. dikkat edilmeli.",modern siyasal islamiç hakk demeyel hükümet bade biyikli akılsız gip degil oturmas kalmas bile egit görmüs konusmasi düzgü ancak bu on dah tehlikel yapiyor cünkü sekü kesme nasil hitap edilmes gerektigi cok i biliyor eger bu kesmi kandilis el oyna ve siyasal isla türkiye iyiç kalitsallasir cumhuriyet dna is dikkat edilmel,0
18.05.2020 21:15,constantchill,ali babacan,"cevremde ne kadar akpden aday adayi olup aday olamayan genc arkadas varsa, deva partisine yanlamis. partisini siyasal islamcilardan soyutlamali, yarin akp guzellemesi yapabilecek adamlarla yola cikilmaz. hedefi chp ve iyip oylari ise avcunu yalar.",cevre ne kadar akü aday adayi olup aday olamaya genc arkadas var deva parti anlamis parti siyasal islamci soyutlamal yar akp güzellemes yapabilecek ada yol cikilmaz hedef chp ve i oylari is avcu ya,0
18.05.2020 21:19,onvrois,ali babacan,"23 nisan ulusal egemenlik ve çocuk bayramı mesajında atatürk'e tek bir kelime bile yer vermeyen eski ampül. böylelerine aynı b*kun laciverdi deniliyorken, kendisinden çok da bir şey beklenmemeli. bu tünelin ucunda da cehalet, haksızlık ve ego var.",nisa ulusal egemenlik ve çocuk bayra mesaj atatürk tek bir kel bil yer vermeye eski ampül böyle aynı bok laciver yeniliyor kendi çok ya bir şey beklenmemel bu tünel uç ya cehalet haksızlık ve egi var,0
18.05.2020 21:30,aribeth,ali babacan,bir siyasal islamcıya çocuğunuzu emanet eder misiniz? cevabınız hayırsa ülkenizi de emanet etmeyin. tanım: bir başka siyasal islamcı. *,bir siyasal islamcı çocuk emanet eder mi cevap hayır ülke dek emanet etmey ta bir başka siyasal islamcı,0
18.05.2020 21:32,colderthanice,ali babacan,"chplilerin desteğini aldı mı tamamdır. yani bir oy hdpye bir oy chpye oluyor da bir oy devaya bir oy chpye neden olmasın. hadi bekliyoruz desteğinizi. bu arada ben oy vermem. ama sen ver yani iyi olurbu arada görevi kendisine veren %1de olsa akpden oy alsın diye bekliyor. öyleki ülkedeki tüm partiler akp+mhp oyuna erişemedi. ha gayret. olursa acayip olacak. ne cambazlıklar yapacaksınız göreceğiz. çünkü pkklısı, dhkpclisi, fazileti, chplisi, ülkücüsü, fetöcüleri bir arada bu ülkeyi kaç gün yönetir merak ediyorum. göreceğiz uzak değil!!!",cekli destek al mı tama yani bir oy hdpe bir oy chye oluyor ya bir oy devas bir oy chye ne olma hadi bekliyor destek bu ara ben oy verme am sen var yani i olur ara görev kendi vere el ol akü oy al di bekliyor öylek ülke tüm parti akp+mhp oy erişemedi ya gayret olur acayip olacak ne cambazlik yapacak görecek çünkü pkklı dhkpclis fazilet ahalis ülküç fetöcü bir ara bu ülke kaç gün yö merak ediyor görecek uzak değil,0
18.05.2020 23:05,bm778,ali babacan,zamanında besim tibukun net holdinginin 30 milyon dolarlık alacagının zaman aşımına uğramasının sebebi olarak gösterilen kişi.,zaman bes tabur ne holdingi milyo dolarlık alacak zama aşım uğrama sebep olarak gösterile kiş,0
19.05.2020 00:00,tavsaninkustugudag,ali babacan,"içinde bulunduğu anda, partisinde gördüğü yanlışlara bile ses çıkaramamış. basıp gitmeyi tercih etmiştir. gemiyi önce sıçanlar terk eder. kandırıldık demekten farkı yoktur. güven vermiyor, zor durumda düzelmektense basıp gitmeyi mi tercih ediyor. hem de kurucusu olduğu partiyi. sonrasında da arkasından atıp tutuyor. yanlışı yanlışla düzeltemezsin. ayrıca parti ismi de manidar. kendi de kurucu ortaklarından olduğu eski partisinin açtığı yaralara, kurduğu yeni partiyle deva olacağı iddiasındadır. eee başta doğru adımlar atsaydın. gülerler.",iç bulunduk an parti gördük yanlış bil ses çıkaramamış basıp gitme tercih et gemi ö sıçan terk eder kaldırıl demek farkı yok güve vermiyor zor dur düzeltmek basıp gitme ki tercih ediyor hem dek kurucus olduk parti sonra ya arka atıp tutuyor yanlış yanlış düzeltemedi ayrıç parti ismi dek manidar ke dek kuruç ortak olduk eski parti açtık yara kurduk ye parti deva olacak iddia ee baş doğru adım atsa güler,0
19.05.2020 00:01,el pipita,ali babacan,1000 oyum olsa 1 tane vermeyeceğim akp eski bakanı,1000 o ol tane vermeyecek akp eski baka,0
19.05.2020 00:27,endemikbitkiortusu,ali babacan,"2'dir yaptığı pr denemeleri ile antipatimi kazanan siyasetçi. bendeki algısı masumu oynayan, amacı iktidar olmaktan ziyade oy çalmak olan ve bir gücün itelemesiyle buraya gelmiş bir adam olduğudur. yeniden refah partisi kadar anca oy alır diyorum. yolu açık olsun.",yaptık pr deneme il antipatis kazana siyasetçi be algıs mas oynaya amaç iktidar olmak ziya oy çalmak ola ve bir güç niteleme bura gel bir ada olduk yeni refah partis kadar a oy alır diyor yol açık ol,0
19.05.2020 00:29,akmese,ali babacan,yüzde üç alsa yeter.,yüz üç al yeter,1
19.05.2020 01:14,marsamsun,ali babacan,"tayyip erdoğan gideceğini anlarsa, konjöktüre göre büyük buhran, ülkemize saldırı veya kaşınan terör sorunu ile iyi partiyi de yanlarına alıp yollarına milli mutabakat hükümeti ile devam etmek isteyecektir. deva ve gelecek partileri de chp den verilecek millet vekilleriyle hazine yardımı alıp tek rakamlı oylar ile bir sonuç alamadan dağılıp gideceklerdir.",tayyip erdoğa gidecek an konjektür gör büyük buhra ülke saldır veya kaşına terör sor il i parti dek yan alıp yol milli mutabakat hükümet il deva etmek isteyecek deva ve gelecek parti dek chp sen verilecek millet vekil haz yardı alıp tek rakamlı oy il bir sonuç alama dağılıp girecek,1
19.05.2020 01:45,eksx,ali babacan,"ifadeleri, geleceğe bakışı vs fena değil. bilim, ifade özgürlüğü, adalet gibi kavramları kullanan siyasileri dinlemek istiyorum. ancak şuna açıklık getirmesi lazım: görevde olduğu zamanlarda yanlışlar karşısında neden sustu? eğer buraları okuyorsanız bu soru çok soruluyor ali bey. bence çıkın ve açık açık deyin ki: ""apartman yönetiminde değildik, ülkeyi yöneten bir partinin parçasıydım, çıkıp çat çat çat diye kamuoyuna yanlışları paylaşamazdım ama kendi içimizde tüm yanlışları dile getiriyor, rahatsızlığımı ifade ediyordum. zaten bu yüzden hala orada değilim"".",ifade gelecek bakış fs fena değil bil ifa özgürlük adalet gip kavram kullana siyasi dinlemek istiyor ancak ş açıklık getirmes laz görev olduk zaman yanlış karşı ne sus eğer bura oluyor bu sor çok soruluyor alt bey be çık ve açık açık dey ki apartma yönetim değil ülke yöne bir parti parças çıkıp çat çat çat di kamuoy yanlış paylaşamaz am ke iç tüm yanlış dil getiriyor rahatsızlık ifa ediyor zate bu yüz hal ora değil,2
19.05.2020 02:40,llh kbr llh kbr,ali babacan,fetöcü üst aklın hala kavrayamadığı bir şey var. insanlar pr' a da doydu. ekrem imamoğlu örneği var önünüzde. ve insanlar bir sürü iyi şey yapacağını söyleyen adamlar yerine birkaç iyi şeyi gerçekten yapmış insanları tercih ediyor. çünkü hayat gayet gerçek ve nesneldir. sosyal medyada borazanlık yaparak değil projeleri ve vizyonu ile bunu anlatmalı iddiası olan. hala öğrenemediniz rte karşıtı olmak siyaset değil bir duygu durumudur. ve duygu durumlarının ülke insanlarına herhangi bir katkısı olmaz. biliyorum büyük paralar harcıyorsunuz ama insanlar zannettiğiniz kadar edilgen ve ahmak değil. bir daha söyleyeyim ali babacan olmazzzzzz.,fetö üst akl hal kavrayamadık bir şey var in pr ya do ekre imamoğlu örnek var ön ve in bir sür i şey yapacak söyleye adam yer birkaç i şe gerçek yap insan tercih ediyor çünkü hayat gayet gerçek ve nesne sosyal medya borazanlık yaparak değil proje ve vizyo il p anlatmal iddias ola hal öğrenemedi rte karşıt olmak siyaset değil bir duygu dur ve duygu durum ülke insan herhangi bir katkıs olmaz biliyor büyük para harcıyor am in zannettik kadar edilge ve ahmak değil bir dah söyle alt babaca olmazzzzzz,0
19.05.2020 03:17,anarsik muhendiz,ali babacan,laf kalabalığını geçin burda öv öv yine git yıllardır oy attığın partiye oy at (büyük ihtimalde o olacak)oy verecek misiniz vermeyecek misiniz?,laf kalabalık geç bur öv öv y ait yıl oy attık parti oy at büyük ihtimal o olacak)oy verecek mi vermeyecek mi,1
19.05.2020 03:27,ahlak sahibi terbiyesiz adam,ali babacan,"kimisi diyor ki iyi parti ve chp'ye oy veren kimse vermesin, akp'den oy çalsın. yani şunu demek istiyor: akp'nin oylarını düşürsün chp'de oylarını koruyarak aradan sıyrılıp hükümeti kazansın. bakın, artık yeni sistem böyle değil %50 barajını chp aşabilir mi önce bunu düşünmek lazım. akp'nin oyları chp'ye geçmediği sürece chp'nin oyları asla %50'yi geçmez ve bu seçimlerin 2. tura kalması demek. peki seçimler 2. tura kalırsa ne olacak? ahmet davutoğlu'na ve ali babacan'a oy veren kararsızların hepsi tekrardan recep tayyip erdoğan'a verecek. şunu anlayın ki chp'nin önümüzdeki seçimlerde de hiçbir şansı yok gözüküyor. akp'yi götürebilecek tek alternatif ali babacan ve recep tayyip erdoğan'ın 2. tura kalması ve chp'nin içindeki kararsızların ve iyi partinin tamamının ali babacan'a oy vermesi. şahsen başka türlü önümüzdeki seçimlerde recep tayyip erdoğan'ın mağlup olacağına ihtimal dahi vermiyorum.",kimis diyor ki i parti ve chp oy vere k verme akp oy çal yani ş demek istiyor akp oy düş chp oy koruyarak ara sıyrılıp hükümet kaza bak ar ye siste bö değil %50 baraj chp aşabilir ki ö p düşünmek laz akp oy chp geçmedik süreç chp oy as %50 geçmez ve bu seç tur kalmas demek pek seçim tur kalır ne olacak ahmet davutoğlu ve alt babaca oy vere kararsız hepsi tekrar recep tayyip erdoğa verecek ş anlay ki chp ön seçim dek hiçbir şansı yok gözüküyor akp götürebilecek tek alternatif alt babaca ve recep tayyip erdoğa tur kalmas ve chp iç kararsız ve i parti tamam alt babaca oy vermes şah başka türlü ön seçim recep tayyip erdoğa mağlup olacak ihtimal dahi vermiyor,1
19.05.2020 04:06,tokmaki,ali babacan,"yeterli rüzgarı alırsa; chp ve iyi partiye kaçan muhafazakar veya liberal oyların bir kısmını, mhp'de toplanan milliyetçilerin bazısını, hdp ve pkkdan sıkılan şehirli seküler kürtleri, ve akp'ye alternatifsizlik nedeni ile giden merkez oyları toplayacak parti. akp %25chp %23hdp %8mhp %5iyi %4deva %30gibi bir sonuç bekliyorum. özellikle büyükşehirlerde deva yükselişi olacaktır.",yeterli rüzgar alır chp ve i parti kaça muhafazakar veya libera oy bir kısm mhp toplana milliyetçi bazı hdp ve pekka sıkıla şehirli sekü kürt ve akp alternatifsizlik nede il gi merkez oy toplayacak parti akp %25chp %23hdp mhp i deva %30gip bir sonuç bekliyor özellik büyükşehir deva yükseliş olacak,2
19.05.2020 04:09,omegascorpii,ali babacan,"isterdim ki şuraya detaylı analizler yapayım, yap(a)mayacaksam yapanları ciddiyetle okuyayım. v’de v for vendetta aklıma kazınan sahnelerden birisi --- spoiler ---delia: are you going to kill me now? beni öldürecek misin? v: ı killed you ten minutes ago. while you slept. seni 10 dakika önce uyurken öldürdüm. delia: ıs there any pain? acı çekecek miyim? v: no. hayır--- spoiler ---",ister ki şura detaylı analiz yap yapamayacak yapan ciddiyet oku dek zor vendetta akl kazına sahne biris spoi delia ar yol goin tv kilo mö wow be öldürecek mi ı kil yol tek minutus ag hil yol stept se dakik ö uyur öldür delia ıs ter an hain aç çekecek mi o hayır spoi,1
19.05.2020 04:36,patrona1730,ali babacan,"muhafazakar kesimin altın çocuğuydu. şimdi ise pek çok muhafazakar tarafından fetö'nün bir ayağı olarak nitelendiriliyor. parti kuracağını duyduğum vakit epey bi heyecanlandıysam da yaptığı açıklamalar aslında akp'nin güncelleme gelmiş halinden başka bir şey değil. başarıları sahiplenme ve başarısızlıkları başkalarına yükleme, finansal ve politik gücü ele geçirme hırsı, hala 28 şubattan faydalanma arzusu ve tıpkı zamanında erdoğan ve gül gibi yeni bir siyasal hareket kurma eğilimi aslında akp'nin farklı bir versiyonu olduğunu basitçe gösteriyor.",muhafazakar kes al çocuk ş is pek çok muhafazakar taraf fetö bir ayak olarak nitelendiriliyor parti kuracak duyduk vakit epey bi heyecanlandı ya yaptık açıklama asl akp güncelle gel hal başka bir şey değil başarı sahiplenme ve başarısızlık başka yükle finansal ve politik güç el geçirme hırsı hal şubat faydalanma arzus ve tıpkı zaman erdoğa ve gül gip ye bir siyasal hareket kurma eğil asl akp farklı bir versiyo olduk basitçe gösteriyor,0
19.05.2020 05:46,sonra ne mi oldu,ali babacan,"kendisiyle ilgili siyasal islamci demek haksizlik olur. cunku siyasal islam, bircok argumanini din (islam) sentezli olusturur ve politikasini bu sekilde yurutur. ali babacan'in su anki konusmalarindan zaten siyasal islam cikarimi yapmak mumkun degil, bununla birlikte bakanlik yaparken de siyasal islam politikasi yuruttugunu direkt olarak soyleyebilmek guc. evet partisi oyleydi ama ali babacanin ayristigi bariz ortadaydi. -liyakate onem verdigi-akp guruhuna kiyasla daha cagdas bir cizgide olmasi-genc olusu-calisma disiplinini yandasligin onunde tutmasi-idealist bir muhendis olmasi-yurtdisi iliskilerinin pozitif olmasi-ekonomideki tecrubesi (her ne kadar basarisinin temelinde kemal dervisin oldugu soylense de -ki bundan emin degilim- kemal dervisin ilkelerini disiplinli bir calisma ile devam ettirmesi de basarisinin bir nevi gostergesidir. ali babacan guzellemesi yapmiyorum, cogu kisinin katilabilecegi bazi noktalarin altini cizdim. ideolojik acidan bakmadan olumlu yanlarini ortaya koydum.. ıdeolojik acidan bakilirsa, sirf merkezin saginda olusu bile agir elestiri sebebi olabilir bir kesim icin... sahsi * olarak elestirebilecegim durumlari ise: - madem oyleydi akpden daha once istifa etmeliydi, sonrdan uzattigi 1-2 yil kendisine zarar yazmistir- cok sessiz, cok sakin, su anki siyasi konjoktur birazcik masaya yumrugu vurmayi gerektiriyor. tabi bagirmak, cagirmak, hakaret etmekten bahsetmiyorum. tonlamasi, vucut dili cok mulayim. bana kalirsa bu hali cok iyi ama comarlar bu halleri pek begenmez.. kendisini yakindan takip ediyorum, merkez sag oylarindan ciddi bir cekim yapacagini dusunuyorum, acikcasi ilk secimde aldigi oy orani ile surpriz yapabilir.. %5-7-8.. daha cok erken tahmin icin. siyasal islam yapmadigi surece; liyakate, bilime, akila, demokrasiye, cagdasliga kisaca ataturk ilke ve inkilaplarinin yolundan gittigi surece bana kalirsa merkez sag icin cok uygun bir aday. en azindan mevcut siyasilere kiyasla...",kendi ilgil siyasal islamiç demek haksizlik olur cunku siyasal isla bircok arguman din isla sentezli olusturur ve politika bu sekil kur alt babaca su anki konuşma zate siyasal isla cikar yapmak mumk degil bun birlik bakanlık yapar dek siyasal isla politikas yuruttugu direkt olarak söyleyebilmek guc evet partis ö am alt babacani ayrintil bariz orta liyaka one verdigi-akp gurup kiyas dah cagdas bir cizgi olmasi-genç olusu-calisma disiplin yanlisligi onunde tutmasi-idealist bir muhendis olmasi-yurtdis iliski pozitif olmasi-ekonomi tecrubes her ne kadar basari temel kemal servi oldugu söyle dek ik p em degil kemal servi ilke disiplinli bir calisma il deva ettirmes dek basari bir nev gösterges alt babaca güzellemes yapmiyor cogu ki katilabilecegi bazi nokta alt çiz ideolojik aci bakma olumlu yan orta ko ideolojik aci bakilir sirf merkez sagı olus bil agir elestir sebep olabilir bir kes iç sahsi olarak eleştirebilecek durumlari is made ö akü dah ö istifa etmel sonr uzattik 1-2 yil kendi zarar yapmis cok sessiz cok sak su anki siyas konjoktür birazcik masa yumruk vurma gerektiriyor tabi cagirmak cagirmak hakaret etmek bahsetmiyor tonlamas vucut dil cok mülay ba kalır bu hali cok i am tomar bu hal pek beğenmez kendi yak takip ediyor merkez sag oy cidi bir cek yapacagı dusunuyor acikcas ilk seç aldigi oy orani il surpriz yapabilir %5-7-8 dah cok er tahm iç siyasal isla yapmadigi sureç liyaka bil akil demokrasi cagdasligi kisaç ataturk ilke ve inkilap yol gittigi sureç ba kalır merkez sag iç cok uygu bir aday en az mevcut siyasi kiyas,2
19.05.2020 06:23,woolrock,ali babacan,"bagirararak, cagirarak konusmasi, kodum mu oturturum imaji vermesi istenen kisi. bunu da muhalifler istiyor. bunu istiyorsaniz orijinali 20 senedir orada zaten. degistirin artik kendinizi. yenmeye calistiginiz kitleye benzeyerek iktidar olacaksaniz, birakin orijinali iktidarda kalsin. turkiye'ye koklu bir degisim ve yenilik lazim. bu kadar basit.",bagirarak bagirarak konusmasi kodu mu oturtulur imaj vermes istene kis p ya muhalif istiyor p istiyor orijinal se ora zate degistir artik kendi yenme calistigi kitle benzeyerek iktidar olacak birak orijinal iktidar kals turki koklu bir degis ve yenilik laz bu kadar basit,2
